Time stamp(ms),Ax,Ay,Az,Gx,Gy,Gz,pitch,roll
8532,-0.0698,-0.0292,0.9677,1.5258,1.2207,0.7934,-3.145736153,-2.253840519
8532,-0.0693,-0.0283,0.9672,1.3427,1.2207,0.6713,-3.155519794,-2.244084258
8532,-0.0722,-0.0253,0.9672,1.4038,1.2207,0.7324,-3.213557516,-2.186037398
8535,-0.0722,-0.0288,0.9707,1.5869,1.0986,0.7934,-3.164822108,-2.234763685
8535,-0.0712,-0.0292,0.9687,1.5258,0.7934,0.7324,-3.153781658,-2.24585891
8535,-0.0698,-0.0273,0.9697,1.5258,0.7934,0.7934,-3.172537687,-2.227102881
8542,-0.0708,-0.0288,0.9682,1.7089,0.6713,0.6713,-3.157027237,-2.24260421
8542,-0.0698,-0.0273,0.9682,1.5869,0.7324,0.8544,-3.17252855,-2.227112003
8542,-0.0688,-0.0283,0.9677,1.6479,0.7324,0.7324,-3.152562426,-2.247069005
8545,-0.0717,-0.0297,0.9721,1.6479,0.7324,0.7934,-3.149734105,-2.249897326
8545,-0.0708,-0.0278,0.9697,1.7089,0.6103,0.7934,-3.170982633,-2.228657935
8545,-0.0698,-0.0283,0.9677,1.7089,0.7934,0.7934,-3.158340973,-2.241272215
8552,-0.0703,-0.0288,0.9682,1.7089,0.6713,0.9155,-3.154185491,-2.245445956
8552,-0.0732,-0.0297,0.9663,1.5869,0.7934,0.7934,-3.158070325,-2.241561107
8552,-0.0693,-0.0297,0.9692,1.6479,0.6713,0.7324,-3.135774436,-2.263866133
8555,-0.0693,-0.0273,0.9667,1.6479,0.7934,0.8544,-3.16971748,-2.22990483
8555,-0.0732,-0.0278,0.9667,1.5869,0.9155,0.8544,-3.18383832,-2.215774854
8555,-0.0712,-0.0332,0.9682,1.77,0.7934,0.8544,-3.099742683,-2.299861368
8562,-0.0708,-0.0278,0.9658,1.831,0.6103,0.7934,-3.170964374,-2.228657935
8562,-0.0688,-0.0317,0.9692,2.0751,0.3662,0.6713,-3.104919198,-2.294703112
8562,-0.0717,-0.0288,0.9682,1.892,0.2441,0.7324,-3.162029129,-2.23763882
8565,-0.0703,-0.0307,0.9672,2.0751,0.122,0.7324,-3.127864645,-2.271794182
8565,-0.0732,-0.0297,0.9677,2.3803,-0.1831,0.7934,-3.157951683,-2.241707129
8565,-0.0668,-0.0229,0.9658,2.3193,-0.122,1.2817,-3.221196617,-2.17846218
8572,-0.0712,-0.0283,0.9667,2.3193,-0.1831,1.0375,-3.166117156,-2.233550777
8572,-0.0703,-0.0283,0.9667,2.5024,-0.2441,0.9765,-3.161063087,-2.238586588
8572,-0.0708,-0.0234,0.9726,2.2583,0.122,0.8544,-3.233871573,-2.165759859
8575,-0.0698,-0.0395,0.9555,2.2583,-0.2441,0.7324,-3.009542597,-2.39014358
8575,-0.0703,-0.0312,0.9711,2.1362,0.122,0.7934,-3.121028586,-2.278621104
8575,-0.0712,-0.0268,0.9731,1.6479,0.7934,0.6713,-3.187214864,-2.212407446
8582,-0.0673,-0.0263,0.9663,1.1596,1.5258,0.6103,-3.172920423,-2.226665385
8582,-0.0649,-0.0346,0.957,1.5869,0.9155,0.8544,-3.038489159,-2.361124014
8582,-0.0708,-0.0307,0.9741,1.7089,0.9155,0.8544,-3.130890778,-2.268704152
8585,-0.0722,-0.0288,0.9692,2.0751,0.3662,0.7324,-3.164749104,-2.234873206
8585,-0.0693,-0.0292,0.9687,1.892,0.7324,0.8544,-3.142740981,-2.256853948
8585,-0.0712,-0.0302,0.9702,1.77,0.7324,0.9155,-3.140036308,-2.259576866
8592,-0.0703,-0.0278,0.9682,1.7089,0.7324,0.8544,-3.168212557,-2.231409753
8592,-0.0698,-0.0292,0.9663,1.77,0.9155,0.7934,-3.145699636,-2.253886157
8592,-0.0712,-0.0244,0.9702,1.831,0.8544,0.8544,-3.221390373,-2.178195435
8595,-0.0688,-0.0307,0.9692,1.6479,0.9765,0.7934,-3.118797711,-2.280797219
8595,-0.0683,-0.0297,0.9667,1.831,0.7934,0.8544,-3.129686219,-2.269908711
8595,-0.0722,-0.0278,0.9667,1.7089,0.9155,0.9155,-3.178561445,-2.221033485
8602,-0.0717,-0.0278,0.9672,1.831,0.7934,0.9155,-3.175865996,-2.223728934
8602,-0.0698,-0.0288,0.9682,1.77,0.6713,0.7934,-3.151299782,-2.248322528
8602,-0.0698,-0.0268,0.9677,1.77,0.9765,0.9155,-3.179637881,-2.219938791
8605,-0.0722,-0.0278,0.9672,1.77,0.7934,0.7324,-3.178552309,-2.221051743
8605,-0.0688,-0.0283,0.9682,1.77,0.6713,0.7934,-3.152544168,-2.247078142
8605,-0.0688,-0.0312,0.9687,1.7089,0.5493,0.8544,-3.111862392,-2.287787297
8612,-0.0683,-0.0292,0.9716,1.892,0.5493,0.7934,-3.136750761,-2.262871549
8612,-0.0673,-0.0273,0.9663,1.831,0.7324,0.8544,-3.158123704,-2.241480348
8612,-0.0712,-0.0302,0.9667,1.9531,0.6713,0.9155,-3.140008928,-2.259586002
8615,-0.0678,-0.0292,0.9672,1.77,0.6103,0.8544,-3.133717914,-2.265913518
8615,-0.0717,-0.0312,0.9697,1.831,0.6713,0.9155,-3.129396974,-2.270216215
8615,-0.0722,-0.0297,0.9702,1.77,0.6713,0.8544,-3.152524438,-2.247097872
8622,-0.0712,-0.0292,0.9687,1.7089,0.6103,0.9155,-3.153754278,-2.245886291
8622,-0.0688,-0.0292,0.9682,1.7089,0.6713,0.9155,-3.139791696,-2.259839751
8622,-0.0698,-0.0312,0.9682,1.892,0.6713,0.9155,-3.118025129,-2.281578937
8625,-0.0683,-0.0273,0.9677,1.892,0.7934,0.9155,-3.163970788,-2.23561502
8625,-0.0678,-0.0283,0.9702,1.7089,0.6713,0.7324,-3.146619928,-2.253011518
8625,-0.0703,-0.0297,0.9677,1.77,0.7324,0.9765,-3.141671023,-2.25794215
8632,-0.0693,-0.0288,0.9682,1.831,0.7934,0.9155,-3.148378655,-2.251216275
8632,-0.0708,-0.0273,0.9687,1.77,0.8544,0.8544,-3.178001868,-2.221593062
8632,-0.0683,-0.0278,0.9672,1.6479,0.9155,0.8544,-3.156792387,-2.242811665
8635,-0.0693,-0.0288,0.9667,1.6479,0.7324,0.8544,-3.148406035,-2.251225397
8635,-0.0698,-0.0278,0.9667,1.6479,0.6713,0.8544,-3.165417317,-2.234223251
8635,-0.0717,-0.0278,0.9682,1.6479,0.7934,0.7934,-3.175893376,-2.223728934
8642,-0.0683,-0.0278,0.9667,1.831,1.0375,0.6713,-3.156765007,-2.242793422
8642,-0.0673,-0.0292,0.9682,1.4648,1.2817,0.7934,-3.130674264,-2.268902407
8642,-0.0693,-0.0288,0.9682,1.4648,1.0986,0.9155,-3.148433415,-2.251170637
8645,-0.0722,-0.0292,0.9863,-8.9721,10.6811,1.1596,-3.160934458,-2.238797357
8645,-0.0727,-0.0327,0.9716,0.7934,1.5869,0.8544,-3.1155158,-2.284115632
8645,-0.0454,0.0117,1.0751,-4.5166,6.0424,1.0375,3.310292698,-1.510068745
8652,-0.08,-0.0395,0.9487,-20.7519,20.2026,0.9155,-3.077538836,-2.322530677
8652,-0.08,-0.0361,0.9848,-10.3759,11.6577,0.5493,-3.11579876,-2.283996937
8652,-0.0893,-0.0488,0.9653,-6.8359,8.3618,0.7324,-3.027907256,-2.371851939
8655,-0.0766,-0.0415,0.9648,-4.8217,6.7749,0.6713,-3.031758978,-2.367936321
8655,-0.0791,-0.0419,0.9721,-4.9438,6.8969,0.6103,-3.04252053,-2.357174784
8655,-0.0854,-0.0449,0.9682,-8.3007,10.1318,0.3662,-3.046561161,-2.353152396
8662,-0.0859,-0.0454,0.9643,-8.4228,10.2539,0.3662,-3.044104071,-2.355609485
8662,-0.0869,-0.0463,0.9716,-8.85,10.9252,0.3662,-3.040345754,-2.359331301
8662,-0.0898,-0.0507,0.9672,-10.6201,13.0615,0.4272,-3.012610043,-2.387012252
8665,-0.0947,-0.0556,0.9663,-3.7841,6.958,0.7324,-2.992200294,-2.407312466
8665,-0.0932,-0.0522,0.9707,-1.4038,4.2114,0.7324,-3.015151465,-2.38441607
8665,-0.0937,-0.0512,0.9667,-0.5493,3.479,0.7324,-3.027009366,-2.372539911
8672,-0.0981,-0.0537,0.9658,0.3662,2.6855,0.7324,-3.026011693,-2.37351934
8672,-0.0966,-0.0541,0.9667,0.9155,1.892,0.6103,-3.014843401,-2.384724149
8672,-0.0947,-0.0537,0.9711,1.2817,1.4648,0.6103,-3.008689872,-2.390886799
8675,-0.0922,-0.0556,0.9672,1.6479,1.4038,0.5493,-2.977916086,-2.421614947
8675,-0.0957,-0.0561,0.9702,1.7089,1.4038,0.6713,-2.99215494,-2.407366971
8675,-0.0961,-0.0541,0.9692,1.7089,1.1596,0.7324,-3.012186126,-2.387372302
8682,-0.0942,-0.0537,0.9667,1.7089,1.2817,0.4882,-3.006019536,-2.393520634
8682,-0.0937,-0.0541,0.9672,1.6479,1.3427,0.4882,-2.999725654,-2.399814516
8682,-0.1059,-0.0537,0.9926,2.6855,1.2207,0.3051,-3.061816206,-2.337587049
8685,-0.1005,-0.0566,0.9682,1.892,0.9765,0.5493,-3.011959654,-2.387598774
8685,-0.0937,-0.0546,0.9707,2.1362,1.1596,0.4272,-2.995077231,-2.4044173
8685,-0.0986,-0.0566,0.9672,2.0141,1.2207,0.6103,-3.002543849,-2.396959804
8692,-0.0942,-0.0541,0.9707,2.1362,1.0375,0.6713,-3.002289917,-2.397222873
8692,-0.0961,-0.0546,0.9672,2.2583,1.0375,0.5493,-3.007586741,-2.391907791
8692,-0.0952,-0.0541,0.9692,2.1362,1.3427,0.6713,-3.007501794,-2.391965357
8695,-0.0976,-0.0541,0.9697,2.2583,1.4648,0.6713,-3.019660301,-2.379770334
8695,-0.0961,-0.0537,0.9702,2.2583,1.2207,0.7324,-3.015732254,-2.383734882
8695,-0.0952,-0.0541,0.9692,2.1362,1.3427,0.6713,-3.007501794,-2.391965357
8702,-0.0991,-0.0561,0.9653,2.1362,1.3427,0.9155,-3.009393983,-2.390073168
8702,-0.0947,-0.0551,0.9692,2.2583,1.0986,0.7934,-2.9958064,-2.403678994
8702,-0.0971,-0.0551,0.9682,2.1972,1.1596,0.9155,-3.008204133,-2.391281277
8705,-0.0947,-0.0546,0.9677,2.2583,1.0986,0.7934,-3.000336811,-2.399148583
8705,-0.0937,-0.0532,1.0278,5.31,-2.7465,1.2207,-3.007467172,-2.392136865
8705,,,,,,,,#DIV/0!
8712,,,,,,,,
8712,,,,,,,,
8712,,,,,,,,
8715,,,,,,,,
8715,,,,,,,,
8715,,,,,,,,
8722,,,,,,,,
8722,,,,,,,,
8722,,,,,,,,
8725,,,,,,,,
8725,,,,,,,,
8725,,,,,,,,
8732,,,,,,,,
8732,,,,,,,,
8732,,,,,,,,
8735,,,,,,,,
8735,,,,,,,,
8735,,,,,,,,
8742,,,,,,,,
8742,,,,,,,,
8742,,,,,,,,
8745,,,,,,,,
8745,,,,,,,,
8745,,,,,,,,
8752,,,,,,,,
8752,,,,,,,,
8752,,,,,,,,
8755,,,,,,,,
8755,,,,,,,,
8755,,,,,,,,
8762,,,,,,,,
8762,,,,,,,,
8762,,,,,,,,
8765,,,,,,,,
8765,,,,,,,,
8765,,,,,,,,
8772,,,,,,,,
8772,,,,,,,,
8772,,,,,,,,
8775,,,,,,,,
8775,,,,,,,,
8775,,,,,,,,
8782,,,,,,,,
8782,,,,,,,,
8782,,,,,,,,
8785,,,,,,,,
8785,,,,,,,,
8785,,,,,,,,
8792,,,,,,,,
8792,,,,,,,,
8792,,,,,,,,
8795,,,,,,,,
8795,,,,,,,,
8795,,,,,,,,
8802,,,,,,,,
8802,,,,,,,,
8802,,,,,,,,
8805,,,,,,,,
8805,,,,,,,,
8805,,,,,,,,
8812,,,,,,,,
8812,,,,,,,,
8812,,,,,,,,
8815,,,,,,,,
8815,,,,,,,,
8815,,,,,,,,
8822,,,,,,,,
8822,,,,,,,,
8822,,,,,,,,
8825,,,,,,,,
8825,,,,,,,,
8825,,,,,,,,
8832,,,,,,,,
8832,,,,,,,,
8832,,,,,,,,
8835,,,,,,,,
8835,,,,,,,,
8835,,,,,,,,
8842,,,,,,,,
8842,,,,,,,,
8842,,,,,,,,
8845,,,,,,,,
8845,,,,,,,,
8845,,,,,,,,
8852,,,,,,,,
8852,,,,,,,,
8852,,,,,,,,
8855,,,,,,,,
8855,,,,,,,,
8855,,,,,,,,
8862,,,,,,,,
8862,,,,,,,,
8862,,,,,,,,
8865,,,,,,,,
8865,,,,,,,,
8865,,,,,,,,
8872,,,,,,,,
8872,,,,,,,,
8872,,,,,,,,
8875,,,,,,,,
8875,,,,,,,,
8875,,,,,,,,
8882,,,,,,,,
8882,,,,,,,,
8882,,,,,,,,
8885,,,,,,,,
8885,,,,,,,,
8885,,,,,,,,
8892,,,,,,,,
8892,,,,,,,,
8892,,,,,,,,
8895,,,,,,,,
8895,,,,,,,,
8895,,,,,,,,
8902,,,,,,,,
8902,,,,,,,,
8902,,,,,,,,
8905,,,,,,,,
8905,,,,,,,,
8905,,,,,,,,
8912,,,,,,,,
8912,,,,,,,,
8912,,,,,,,,
8915,,,,,,,,
8915,,,,,,,,
8915,,,,,,,,
8922,,,,,,,,
8922,,,,,,,,
8922,,,,,,,,
8925,,,,,,,,
8925,,,,,,,,
8925,,,,,,,,
8932,,,,,,,,
8932,,,,,,,,
8932,,,,,,,,
8935,,,,,,,,
8935,,,,,,,,
8935,,,,,,,,
8942,,,,,,,,
8942,,,,,,,,
8942,,,,,,,,
8945,,,,,,,,
8945,,,,,,,,
8945,,,,,,,,
8952,,,,,,,,
8952,,,,,,,,
8952,,,,,,,,
8955,,,,,,,,
8955,,,,,,,,
8955,,,,,,,,
8962,,,,,,,,
8962,,,,,,,,
8962,,,,,,,,
8965,,,,,,,,
8965,,,,,,,,
8965,,,,,,,,
8972,,,,,,,,
8972,,,,,,,,
8972,,,,,,,,
8975,,,,,,,,
8975,,,,,,,,
8975,,,,,,,,
8982,,,,,,,,
8982,,,,,,,,
8982,,,,,,,,
8985,,,,,,,,
8985,,,,,,,,
8985,,,,,,,,
8992,,,,,,,,
8992,,,,,,,,
8992,,,,,,,,
8995,,,,,,,,
8995,,,,,,,,
8995,,,,,,,,
9002,,,,,,,,
9002,,,,,,,,
9002,,,,,,,,
9005,,,,,,,,
9005,,,,,,,,
9005,,,,,,,,
9012,,,,,,,,
9012,,,,,,,,
9012,,,,,,,,
9015,,,,,,,,
9015,,,,,,,,
9015,,,,,,,,
9022,,,,,,,,
9022,,,,,,,,
9022,,,,,,,,
9025,,,,,,,,
9025,,,,,,,,
9025,,,,,,,,
9032,,,,,,,,
9032,,,,,,,,
9032,,,,,,,,
9035,,,,,,,,
9035,,,,,,,,
9035,,,,,,,,
9042,,,,,,,,
9042,,,,,,,,
9042,,,,,,,,
9045,,,,,,,,
9045,,,,,,,,
9045,,,,,,,,
9052,,,,,,,,
9052,,,,,,,,
9052,,,,,,,,
9055,,,,,,,,
9055,,,,,,,,
9055,,,,,,,,
9062,,,,,,,,
9062,,,,,,,,
9062,,,,,,,,
9065,,,,,,,,
9065,,,,,,,,
9065,,,,,,,,
9072,,,,,,,,
9072,,,,,,,,
9072,,,,,,,,
9075,,,,,,,,
9075,,,,,,,,
9075,,,,,,,,
9082,,,,,,,,
9082,,,,,,,,
9082,,,,,,,,
9085,,,,,,,,
9085,,,,,,,,
9085,,,,,,,,
9092,,,,,,,,
9092,,,,,,,,
9092,,,,,,,,
9095,,,,,,,,
9095,,,,,,,,
9095,,,,,,,,
9102,,,,,,,,
9102,,,,,,,,
9102,,,,,,,,
9105,,,,,,,,
9105,,,,,,,,
9105,,,,,,,,
9112,,,,,,,,
9112,,,,,,,,
9112,,,,,,,,
9115,,,,,,,,
9115,,,,,,,,
9115,,,,,,,,
9122,,,,,,,,
9122,,,,,,,,
9122,,,,,,,,
9125,,,,,,,,
9125,,,,,,,,
9125,,,,,,,,
9132,,,,,,,,
9132,,,,,,,,
9132,,,,,,,,
9135,,,,,,,,
9135,,,,,,,,
9135,,,,,,,,
9142,,,,,,,,
9142,,,,,,,,
9142,,,,,,,,
9145,,,,,,,,
9145,,,,,,,,
9145,,,,,,,,
9152,,,,,,,,
9152,,,,,,,,
9152,,,,,,,,
9155,,,,,,,,
9155,,,,,,,,
9155,,,,,,,,
9162,,,,,,,,
9162,,,,,,,,
9162,,,,,,,,
9165,,,,,,,,
9165,,,,,,,,
9165,,,,,,,,
9172,,,,,,,,
9172,,,,,,,,
9172,,,,,,,,
9175,,,,,,,,
9175,,,,,,,,
9175,,,,,,,,
9182,,,,,,,,
9182,,,,,,,,
9182,,,,,,,,
9185,,,,,,,,
9185,,,,,,,,
9185,,,,,,,,
9192,,,,,,,,
9192,,,,,,,,
9192,,,,,,,,
9195,,,,,,,,
9195,,,,,,,,
9195,,,,,,,,
9202,,,,,,,,
9202,,,,,,,,
9202,,,,,,,,
9205,,,,,,,,
9205,,,,,,,,
9205,,,,,,,,
9212,,,,,,,,
9212,,,,,,,,
9212,,,,,,,,
9215,,,,,,,,
9215,,,,,,,,
9215,,,,,,,,
9222,,,,,,,,
9222,,,,,,,,
9222,,,,,,,,
9225,,,,,,,,
9225,,,,,,,,
9225,,,,,,,,
9232,,,,,,,,
9232,,,,,,,,
9232,,,,,,,,
9235,,,,,,,,
9235,,,,,,,,
9235,,,,,,,,
9242,,,,,,,,
9242,,,,,,,,
9242,,,,,,,,
9245,,,,,,,,
9245,,,,,,,,
9245,,,,,,,,
9252,,,,,,,,
9252,,,,,,,,
9252,,,,,,,,
9255,,,,,,,,
9255,,,,,,,,
9255,,,,,,,,
9262,,,,,,,,
9262,,,,,,,,
9262,,,,,,,,
9265,,,,,,,,
9265,,,,,,,,
9265,,,,,,,,
9272,,,,,,,,
9272,,,,,,,,
9272,,,,,,,,
9275,,,,,,,,
9275,,,,,,,,
9275,,,,,,,,
9282,,,,,,,,
9282,,,,,,,,
9282,,,,,,,,
9285,,,,,,,,
9285,,,,,,,,
9285,,,,,,,,
9292,,,,,,,,
9292,,,,,,,,
9292,,,,,,,,
9295,,,,,,,,
9295,,,,,,,,
9295,,,,,,,,
9302,,,,,,,,
9302,,,,,,,,
9302,,,,,,,,
9305,,,,,,,,
9305,,,,,,,,
9305,,,,,,,,
9312,,,,,,,,
9312,,,,,,,,
9312,,,,,,,,
9315,,,,,,,,
9315,,,,,,,,
9315,,,,,,,,
9322,,,,,,,,
9322,,,,,,,,
9322,,,,,,,,
9325,,,,,,,,
9325,,,,,,,,
9325,,,,,,,,
9332,,,,,,,,
9332,,,,,,,,
9332,,,,,,,,
9335,,,,,,,,
9335,,,,,,,,
9335,,,,,,,,
9342,,,,,,,,
9342,,,,,,,,
9342,,,,,,,,
9345,,,,,,,,
9345,,,,,,,,
9345,,,,,,,,
9352,,,,,,,,
9352,,,,,,,,
9352,,,,,,,,
9355,,,,,,,,
9355,,,,,,,,
9355,,,,,,,,
9362,,,,,,,,
9362,,,,,,,,
9362,,,,,,,,
9365,,,,,,,,
9365,,,,,,,,
9365,,,,,,,,
9372,,,,,,,,
9372,,,,,,,,
9372,,,,,,,,
9375,,,,,,,,
9375,,,,,,,,
9375,,,,,,,,
9382,,,,,,,,
9382,,,,,,,,
9382,,,,,,,,
9385,,,,,,,,
9385,,,,,,,,
9385,,,,,,,,
9392,,,,,,,,
9392,,,,,,,,
9392,,,,,,,,
9395,,,,,,,,
9395,,,,,,,,
9395,,,,,,,,
9402,,,,,,,,
9402,,,,,,,,
9402,,,,,,,,
9405,,,,,,,,
9405,,,,,,,,
9405,,,,,,,,
9412,,,,,,,,
9412,,,,,,,,
9412,,,,,,,,
9415,,,,,,,,
9415,,,,,,,,
9415,,,,,,,,
9422,,,,,,,,
9422,,,,,,,,
9422,,,,,,,,
9425,,,,,,,,
9425,,,,,,,,
9425,,,,,,,,
9432,,,,,,,,
9432,,,,,,,,
9432,,,,,,,,
9435,,,,,,,,
9435,,,,,,,,
9435,,,,,,,,
9442,,,,,,,,
9442,,,,,,,,
9442,,,,,,,,
9445,,,,,,,,
9445,,,,,,,,
9445,,,,,,,,
9452,,,,,,,,
9452,,,,,,,,
9452,,,,,,,,
9455,,,,,,,,
9455,,,,,,,,
9455,,,,,,,,
9462,,,,,,,,
9462,,,,,,,,
9462,,,,,,,,
9465,,,,,,,,
9465,,,,,,,,
9465,,,,,,,,
9472,,,,,,,,
9472,,,,,,,,
9472,,,,,,,,
9475,,,,,,,,
9475,,,,,,,,
9475,,,,,,,,
9482,,,,,,,,
9482,,,,,,,,
9482,,,,,,,,
9485,,,,,,,,
9485,,,,,,,,
9485,,,,,,,,
9492,,,,,,,,
9492,,,,,,,,
9492,,,,,,,,
9495,,,,,,,,
9495,,,,,,,,
9495,,,,,,,,
9502,,,,,,,,
9502,,,,,,,,
9502,,,,,,,,
9505,,,,,,,,
9505,,,,,,,,
9505,,,,,,,,
9512,,,,,,,,
9512,,,,,,,,
9512,,,,,,,,
9515,,,,,,,,
9515,,,,,,,,
9515,,,,,,,,
9522,,,,,,,,
9522,,,,,,,,
9522,,,,,,,,
9525,,,,,,,,
9525,,,,,,,,
9525,,,,,,,,
9532,,,,,,,,
9532,,,,,,,,
9532,,,,,,,,
9535,,,,,,,,
9535,,,,,,,,
9535,,,,,,,,
9542,,,,,,,,
9542,,,,,,,,
9542,,,,,,,,
9545,,,,,,,,
9545,,,,,,,,
9545,,,,,,,,
9552,,,,,,,,
9552,,,,,,,,
9552,,,,,,,,
9555,,,,,,,,
9555,,,,,,,,
9555,,,,,,,,
9562,,,,,,,,
9562,,,,,,,,
9562,,,,,,,,
9565,,,,,,,,
9565,,,,,,,,
9565,,,,,,,,
9572,,,,,,,,
9572,,,,,,,,
9572,,,,,,,,
9575,,,,,,,,
9575,,,,,,,,
9575,,,,,,,,
9582,,,,,,,,
9582,,,,,,,,
9582,,,,,,,,
9585,,,,,,,,
9585,,,,,,,,
9585,,,,,,,,
9592,,,,,,,,
9592,,,,,,,,
9592,,,,,,,,
9595,,,,,,,,
9595,,,,,,,,
9595,,,,,,,,
9602,,,,,,,,
9602,,,,,,,,
9602,,,,,,,,
9605,,,,,,,,
9605,,,,,,,,
9605,,,,,,,,
9612,,,,,,,,
9612,,,,,,,,
9612,,,,,,,,
9615,,,,,,,,
9615,,,,,,,,
9615,,,,,,,,
9622,,,,,,,,
9622,,,,,,,,
9622,,,,,,,,
9625,,,,,,,,
9625,,,,,,,,
9625,,,,,,,,
9632,,,,,,,,
9632,,,,,,,,
9632,,,,,,,,
9635,,,,,,,,
9635,,,,,,,,
9635,,,,,,,,
9642,,,,,,,,
9642,,,,,,,,
9642,,,,,,,,
9645,,,,,,,,
9645,,,,,,,,
9645,,,,,,,,
9652,,,,,,,,
9652,,,,,,,,
9652,,,,,,,,
9655,,,,,,,,
9655,,,,,,,,
9655,,,,,,,,
9662,,,,,,,,
9662,,,,,,,,
9662,,,,,,,,
9665,,,,,,,,
9665,,,,,,,,
9665,,,,,,,,
9672,,,,,,,,
9672,,,,,,,,
9672,,,,,,,,
9675,,,,,,,,
9675,,,,,,,,
9675,,,,,,,,
9682,,,,,,,,
9682,,,,,,,,
9682,,,,,,,,
9685,,,,,,,,
9685,,,,,,,,
9685,,,,,,,,
9692,,,,,,,,
9692,,,,,,,,
9692,,,,,,,,
9695,,,,,,,,
9695,,,,,,,,
9695,,,,,,,,
9702,,,,,,,,
9702,,,,,,,,
9702,,,,,,,,
9705,,,,,,,,
9705,,,,,,,,
9705,,,,,,,,
9712,,,,,,,,
9712,,,,,,,,
9712,,,,,,,,
9715,,,,,,,,
9715,,,,,,,,
9715,,,,,,,,
9722,,,,,,,,
9722,,,,,,,,
9722,,,,,,,,
9725,,,,,,,,
9725,,,,,,,,
9725,,,,,,,,
9732,,,,,,,,
9732,,,,,,,,
9732,,,,,,,,
9735,,,,,,,,
9735,,,,,,,,
9735,,,,,,,,
9742,,,,,,,,
9742,,,,,,,,
9742,,,,,,,,
9745,,,,,,,,
9745,,,,,,,,
9745,,,,,,,,
9752,,,,,,,,
9752,,,,,,,,
9752,,,,,,,,
9755,,,,,,,,
9755,,,,,,,,
9755,,,,,,,,
9762,,,,,,,,
9762,,,,,,,,
9762,,,,,,,,
9765,,,,,,,,
9765,,,,,,,,
9765,,,,,,,,
9772,,,,,,,,
9772,,,,,,,,
9772,,,,,,,,
9775,,,,,,,,
9775,,,,,,,,
9775,,,,,,,,
9782,,,,,,,,
9782,,,,,,,,
9782,,,,,,,,
9785,,,,,,,,
9785,,,,,,,,
9785,,,,,,,,
9792,,,,,,,,
9792,,,,,,,,
9792,,,,,,,,
9795,,,,,,,,
9795,,,,,,,,
9795,,,,,,,,
9802,,,,,,,,
9802,,,,,,,,
9802,,,,,,,,
9805,,,,,,,,
9805,,,,,,,,
9805,,,,,,,,
9812,,,,,,,,
9812,,,,,,,,
9812,,,,,,,,
9815,,,,,,,,
9815,,,,,,,,
9815,,,,,,,,
9822,,,,,,,,
9822,,,,,,,,
9822,,,,,,,,
9825,,,,,,,,
9825,,,,,,,,
9825,,,,,,,,
9832,,,,,,,,
9832,,,,,,,,
9832,,,,,,,,
9835,,,,,,,,
9835,,,,,,,,
9835,,,,,,,,
9842,,,,,,,,
9842,,,,,,,,
9842,,,,,,,,
9845,,,,,,,,
9845,,,,,,,,
9845,,,,,,,,
9852,,,,,,,,
9852,,,,,,,,
9852,,,,,,,,
9855,,,,,,,,
9855,,,,,,,,
9855,,,,,,,,
9862,,,,,,,,
9862,,,,,,,,
9862,,,,,,,,
9865,,,,,,,,
9865,,,,,,,,
9865,,,,,,,,
9872,,,,,,,,
9872,,,,,,,,
9872,,,,,,,,
9875,,,,,,,,
9875,,,,,,,,
9875,,,,,,,,
9882,,,,,,,,
9882,,,,,,,,
9882,,,,,,,,
9885,,,,,,,,
9885,,,,,,,,
9885,,,,,,,,
9892,,,,,,,,
9892,,,,,,,,
9892,,,,,,,,
9895,,,,,,,,
9895,,,,,,,,
9895,,,,,,,,
9902,,,,,,,,
9902,,,,,,,,
9902,,,,,,,,
9905,,,,,,,,
9905,,,,,,,,
9905,,,,,,,,
9912,,,,,,,,
9912,,,,,,,,
9912,,,,,,,,
9915,,,,,,,,
9915,,,,,,,,
9915,,,,,,,,
9922,,,,,,,,
9922,,,,,,,,
9922,,,,,,,,
9925,,,,,,,,
9925,,,,,,,,
9925,,,,,,,,
9932,,,,,,,,
9932,,,,,,,,
9932,,,,,,,,
9935,,,,,,,,
9935,,,,,,,,
9935,,,,,,,,
9942,,,,,,,,
9942,,,,,,,,
9942,,,,,,,,
9945,,,,,,,,
9945,,,,,,,,
9945,,,,,,,,
9952,,,,,,,,
9952,,,,,,,,
9952,,,,,,,,
9955,,,,,,,,
9955,,,,,,,,
9955,,,,,,,,
9962,,,,,,,,
9962,,,,,,,,
9962,,,,,,,,
9965,,,,,,,,
9965,,,,,,,,
9965,,,,,,,,
9972,,,,,,,,
9972,,,,,,,,
9972,,,,,,,,
9975,,,,,,,,
9975,,,,,,,,
9975,,,,,,,,
9982,,,,,,,,
9982,,,,,,,,
9982,,,,,,,,
9985,,,,,,,,
9985,,,,,,,,
9985,,,,,,,,
9992,,,,,,,,
9992,,,,,,,,
9992,,,,,,,,
9995,,,,,,,,
9995,,,,,,,,
9995,,,,,,,,
10002,,,,,,,,
10002,,,,,,,,
10002,,,,,,,,
10005,,,,,,,,
10005,,,,,,,,
10005,,,,,,,,
10012,,,,,,,,
10012,,,,,,,,
10012,,,,,,,,
10015,,,,,,,,
10015,,,,,,,,
10015,,,,,,,,
10022,,,,,,,,
10022,,,,,,,,
10022,,,,,,,,
10025,,,,,,,,
10025,,,,,,,,
10025,,,,,,,,
