Time stamp(ms),Ax,Ay,Az,Gx,Gy,Gz,pitch,roll
7155,0.0688,-0.0297,0.9472,2.0141,-11.0473,1.4038,-0.466681399,2.2653264
7155,0.0698,-0.0283,0.9379,1.892,-8.4838,1.0375,-0.441112144,2.240122222
7155,0.0717,-0.0263,0.9487,1.5258,-5.31,0.7934,-0.402637838,2.202067754
7162,0.0732,-0.0278,0.9428,2.1362,-2.8686,0.6103,-0.415596524,2.215482795
7162,0.0747,-0.0263,0.9423,1.77,0.6103,0.3662,-0.387652217,2.188003949
7162,0.0737,-0.0253,0.9506,1.5869,2.0751,0.3662,-0.378691909,2.179235301
7165,0.0712,-0.0292,0.9389,1.4648,3.6621,0.3051,-0.445762721,2.246525169
7165,0.0717,-0.0253,0.9218,1.1596,8.9111,-0.061,-0.388542785,2.190044509
7165,0.0688,-0.0278,0.9204,1.3427,16.9677,-0.3662,-0.439841081,2.242574939
7172,0.0625,-0.0278,0.9423,1.2817,22.7661,-0.9155,-0.479397183,2.282988989
7172,0.0561,-0.0249,0.9697,1.4648,23.1323,-1.4648,-0.478460927,2.282134873
7172,0.0532,-0.0258,0.9794,1.2817,19.0429,-1.7089,-0.517239958,2.320275011
7175,0.0537,-0.0249,0.9633,1.5869,15.3808,-1.6479,-0.497292516,2.299825591
7175,0.0483,-0.0288,0.9628,1.2817,13.2446,-1.892,-0.615936798,2.418104795
7175,0.0478,-0.0268,0.9721,1.4648,11.4746,-2.4414,-0.585339949,2.387270647
7182,0.0502,-0.0229,0.9633,1.3427,8.728,-2.7465,-0.490224074,2.291725799
7182,0.0478,-0.018,0.9648,1.4648,6.8359,-2.0141,-0.4124764,2.213713446
7182,0.0473,-0.0249,0.9589,1.6479,6.0424,-1.4038,-0.555022937,2.356168706
7185,0.0473,-0.0278,0.9584,1.5869,5.7373,-0.8544,-0.608648586,2.40973961
7185,0.0463,-0.0249,0.9511,1.77,6.5307,-0.6713,-0.565158588,2.366395634
7185,0.0419,-0.0244,0.9531,1.5869,7.6904,-0.4882,-0.604039441,2.405422523
7192,0.04,-0.0234,0.9477,1.5869,9.2773,-0.3051,-0.606313965,2.407934346
7192,0.04,-0.0214,0.9492,1.4038,11.5356,-0.061,-0.562724389,2.364655088
7192,0.0375,-0.0258,0.9448,1.4648,14.2211,-0.061,-0.690338778,2.492680177
7195,0.0346,-0.0268,0.9453,1.4648,17.7001,0,-0.754982446,2.557844081
7195,0.0283,-0.0302,0.957,1.5258,20.3857,-0.2441,-0.936974339,2.740246691
7195,0.0278,-0.0219,0.9248,3.2348,22.0947,-0.061,-0.764113923,2.56789739
7202,0.0263,-0.0239,0.9609,1.6479,22.8271,-0.6103,-0.845008477,2.648664164
7202,0.019,-0.0224,0.9804,1.6479,20.0195,-0.4882,-0.993649541,2.796885391
7202,0.0156,-0.0258,0.977,1.5869,15.9912,-0.1831,-1.176573859,2.979198211
7205,0.0156,-0.0205,0.9667,2.0751,12.3291,0.122,-1.054282235,2.856431974
7205,0.0112,-0.0258,0.976,1.5258,9.8266,0.1831,-1.330447209,3.132140593
7205,0.0126,-0.0258,0.9809,1.6479,6.5917,0.3662,-1.279158744,3.080386653
7212,0.0126,-0.0273,0.9726,1.7089,3.3569,0.7324,-1.304238596,3.104991907
7212,0.0126,-0.0258,0.978,2.0141,0.7324,0.8544,-1.279103984,3.079510475
7212,0.0097,-0.0239,0.9794,2.1362,-3.0517,0.9765,-1.357874291,3.157733182
7215,0.0141,-0.0249,0.9663,2.1362,-5.7983,1.2207,-1.209250496,3.00869867
7215,0.0161,-0.0249,0.9658,2.1362,-6.8359,1.2207,-1.141954749,2.941247765
7215,0.018,-0.0253,0.9682,2.1972,-7.5073,1.4038,-1.091060435,2.890262174
7222,0.017,-0.0219,0.9677,2.1362,-8.4838,1.4038,-1.043265998,2.842312593
7222,0.0185,-0.0278,0.9472,2.0751,-7.4462,1.4648,-1.126837468,2.926030086
7222,0.02,-0.0273,0.9619,2.1972,-5.4931,1.4648,-1.075138277,2.874641212
7225,0.0229,-0.0258,0.9653,2.3193,-5.9204,1.4648,-0.967807705,2.767265001
7225,0.0224,-0.0253,0.9667,2.1362,-7.2021,1.5258,-0.969260471,2.768498727
7225,0.0224,-0.0288,0.9638,2.0141,-7.9345,1.4648,-1.042196708,2.841307186
7232,0.0263,-0.0283,0.9565,1.7089,-8.2397,1.0375,-0.941698427,2.740717627
7232,0.0258,-0.0273,0.9545,1.77,-6.958,0.8544,-0.932095031,2.731315029
7232,0.0263,-0.0253,0.9589,1.892,-5.9814,0.5493,-0.877510138,2.676894416
7235,0.0302,-0.0229,0.9721,1.892,-6.2866,0.7324,-0.743160284,2.542498923
7235,0.0302,-0.0244,0.9824,1.9531,-9.4604,0.6713,-0.778433613,2.577306791
7235,0.0312,-0.0263,0.9814,1.831,-14.3432,0.9765,-0.802307744,2.600432508
7242,0.039,-0.0253,0.9584,1.6479,-17.517,0.9765,-0.659196008,2.456818795
7242,0.0385,-0.0253,0.9443,1.831,-16.2963,1.0375,-0.665937258,2.463769964
7242,0.0434,-0.0268,0.9267,1.831,-11.4746,0.9765,-0.633640878,2.432194602
7245,0.0429,-0.0234,0.9233,2.0141,-4.2114,0.8544,-0.571906675,2.37157389
7245,0.0454,-0.0244,0.9326,1.892,3.1127,0.6713,-0.56482739,2.365571565
7245,0.0424,-0.0249,0.9418,1.4038,8.1787,0.4882,-0.608272437,2.409701158
7252,0.0419,-0.0258,0.9516,1.4038,11.4135,0.2441,-0.632243777,2.434156217
7252,0.0346,-0.0268,0.9404,1.3427,14.1601,0.1831,-0.755000704,2.557314723
7252,0.0351,-0.0268,0.936,1.3427,19.6533,-0.1831,-0.747055867,2.550191318
7255,0.0336,-0.0224,0.9287,1.2207,26.4282,-0.6103,-0.673617236,2.477747537
7255,0.0258,-0.0297,0.9443,1.2207,32.1044,-1.1596,-0.980206818,2.785185916
7255,0.0195,-0.0263,0.9555,1.7089,35.2172,-1.4038,-1.068644027,2.874161604
7262,0.0112,-0.0249,0.9628,1.5258,35.8276,-1.6479,-1.315405224,3.120986697
7262,0.0024,-0.0278,0.9594,1.4648,36.8041,-2.3803,-1.701093694,3.506812068
7262,-0.0024,-0.0268,0.9624,1.5258,37.6586,-2.7465,-1.902113686,-3.492014203
7265,-0.0102,-0.0302,0.9619,1.2207,38.5742,-3.1127,-2.173058616,-3.220977981
7265,-0.0219,-0.0361,0.9492,1.0375,41.9921,-4.3334,-2.424699564,-2.968853329
7265,-0.0253,-0.0322,0.9536,1.0375,45.5932,-6.5307,-2.562983394,-2.830031004
7272,-0.0356,-0.0327,0.9443,0.5493,48.4008,-8.3618,-2.748537499,-2.644130065
7272,-0.0581,-0.0439,0.9316,0.4272,54.6875,-12.6953,-2.858440067,-2.533305667
7272,0.0346,-0.1679,0.9194,-0.1831,65.1245,-21.9116,-1.567139214,3.376846091
7275,-0.0668,0.0546,0.978,-0.061,75.4394,-29.1137,2.814756874,-1.003489289
7275,-0.0844,-0.0634,0.8945,-0.3051,-4.5776,3.6621,-2.861772532,-2.538944981
7275,-0.0664,-0.0283,0.9438,-1.5869,6.4086,1.2817,-3.138551229,-2.260715125
7282,-0.0576,-0.0087,0.958,1.0375,1.5258,-0.122,-3.428054311,-1.971549756
7282,-0.0654,-0.0273,0.9711,-0.3662,4.3945,1.0375,-3.146903821,-2.252481175
7282,-0.0722,-0.0292,0.9692,-0.3051,4.3334,1.0986,-3.159638429,-2.239746568
7285,-0.0673,-0.0302,0.9633,-0.3051,3.1127,1.0375,-3.116687568,-2.282879967
7285,-0.0717,-0.0288,0.9682,0.2441,2.8686,0.8544,-3.162275549,-2.237246362
7285,-0.0683,-0.0292,0.9711,0.122,2.8686,0.9765,-3.13701544,-2.26252473
7292,-0.0615,-0.0224,0.9858,-0.061,2.8076,1.1596,-3.199741198,-2.199835459
7292,-0.0703,-0.0307,0.9692,-0.8544,3.4179,0.9765,-3.128302711,-2.271301326
7292,-0.0708,-0.0312,0.9677,0,2.5634,1.0375,-3.124352085,-2.275251966
7295,-0.0717,-0.0307,0.9682,0.1831,2.2583,1.0986,-3.136379306,-2.263242989
7295,-0.0727,-0.0317,0.9653,0.4272,2.1362,0.8544,-3.128747684,-2.270856368
7295,-0.0703,-0.0336,0.9692,1.1596,1.5869,0.7934,-3.088908497,-2.310668175
7302,-0.0712,-0.0273,0.9682,1.831,0.9765,0.7324,-3.180155348,-2.219412202
7302,-0.0747,-0.0322,0.9672,2.3803,0.4272,0.6713,-3.133260259,-2.266307291
7302,-0.0727,-0.0283,0.9677,2.1362,0.4272,0.6103,-3.174282754,-2.225321298
7305,-0.0732,-0.0341,0.9687,2.3193,0.122,0.6103,-3.100079606,-2.299542704
7305,-0.0722,-0.0292,0.9697,2.3193,0.2441,0.6103,-3.159245986,-2.240358066
7305,-0.0712,-0.0341,0.9687,1.892,0.6713,0.6713,-3.087884276,-2.31171979
7312,-0.0737,-0.0297,0.9677,1.892,0.5493,0.7324,-3.160735704,-2.238886606
7312,-0.0732,-0.0327,0.9682,1.77,0.8544,0.7324,-3.11830136,-2.28129357
7312,-0.0717,-0.0312,0.9707,2.1972,0.5493,0.7934,-3.129342213,-2.270234458
7315,-0.0717,-0.0336,0.9672,2.0751,0.4272,0.8544,-3.097508603,-2.302104586
7315,-0.0737,-0.0283,0.9721,2.6855,0,0.6713,-3.179466036,-2.220119757
7315,-0.0722,-0.0302,0.9702,2.6245,0.061,0.6713,-3.145626043,-2.25395975
7322,-0.0717,-0.0312,0.9697,2.3803,0.3662,0.8544,-3.129314833,-2.270261838
7322,-0.0737,-0.0302,0.9682,2.0141,0.6713,0.8544,-3.154045162,-2.245540646
7322,-0.0708,-0.0307,0.9682,1.4038,1.2817,0.7324,-3.130936401,-2.268649392
7325,-0.0708,-0.0292,0.9682,1.4648,1.0375,0.7324,-3.1515198,-2.248093388
7325,-0.0737,-0.0278,0.9702,2.2583,0.4882,0.7324,-3.186320442,-2.213256229
7325,-0.0722,-0.0327,0.9707,2.1972,0.3662,0.7934,-3.112340551,-2.2872635
7332,-0.0698,-0.0292,0.9682,1.892,0.7324,0.7934,-3.145681392,-2.253913537
7332,-0.0737,-0.0302,0.9663,1.5869,0.9155,0.7934,-3.154109044,-2.245504129
7332,-0.0737,-0.0317,0.9697,2.3803,0.3051,0.8544,-3.134164539,-2.265421269
7335,-0.0727,-0.0283,0.9687,3.0517,-0.3662,0.9765,-3.174145854,-2.22543994
7335,-0.0693,-0.0307,0.9692,3.7231,-0.8544,0.8544,-3.121567727,-2.277990671
7335,-0.0727,-0.0297,0.9697,2.9907,-0.4272,0.9765,-3.155117415,-2.244486621
7342,-0.0688,-0.0302,0.9687,2.6855,-0.1831,0.8544,-3.125606312,-2.274006861
7342,-0.0708,-0.0268,0.9692,2.6855,-0.2441,0.8544,-3.184926741,-2.214695554
7342,-0.0693,-0.0297,0.9707,2.6245,-0.2441,0.8544,-3.135628399,-2.264003018
7345,-0.0732,-0.0273,0.9682,2.6245,-0.6713,0.9765,-3.190539247,-2.209156052
7345,-0.0712,-0.0263,0.9682,2.8686,-1.3427,0.5493,-3.1940971,-2.205662096
7345,-0.0708,-0.0249,0.9672,2.7465,-1.0375,0.6713,-3.212051506,-2.187680309
7352,-0.0732,-0.0229,0.9711,2.7465,-0.9155,0.7324,-3.252144689,-2.147568882
7352,-0.0786,-0.017,0.9697,2.6245,-0.9155,0.6103,-3.355515035,-2.04421678
7352,-0.0561,-0.039,0.9672,2.5634,-1.0375,0.122,-2.90347927,-2.496279925
7355,-0.0747,-0.0229,0.9731,3.1127,-2.3803,0.061,-3.258658474,-2.141219378
7355,-0.0634,-0.0214,0.9575,3.1738,-3.7841,-1.1596,-3.226486516,-2.173592118
7355,-0.0527,-0.0283,0.9702,2.7465,-1.892,-0.1831,-3.034864544,-2.36499505
7362,-0.0625,-0.0322,0.9667,2.3803,-2.9296,0.122,-3.054486442,-2.345583071
7362,-0.0678,-0.0283,0.9799,2.4414,-3.1738,0,-3.146510393,-2.253586499
7362,-0.0625,-0.0219,0.9663,2.2583,-4.0893,0.4272,-3.21344557,-2.186815603
7365,-0.0605,-0.0244,0.9648,2.1362,-3.7841,0.7324,-3.16038306,-2.239850733
7365,-0.0644,-0.0258,0.9736,2.3803,-3.7231,1.1596,-3.162995027,-2.237193143
7365,-0.0634,-0.0317,0.9682,2.1972,-3.8452,0.8544,-3.06836324,-2.331870568
7372,-0.0625,-0.0278,0.9663,2.1362,-3.601,0.3051,-3.120083299,-2.280123114
7372,-0.0605,-0.0278,0.957,2.0141,-1.1596,-0.6103,-3.106112024,-2.29374757
7372,-0.061,-0.0273,0.9775,2.2583,-0.3051,-0.5493,-3.117445566,-2.282249732
7375,-0.0576,-0.0249,0.9814,1.892,-2.9296,-0.3051,-3.132141232,-2.268001299
7375,-0.06,-0.0244,0.9702,2.0141,-2.6245,0.6713,-3.157092701,-2.242985948
7375,-0.0585,-0.0239,0.9677,1.892,-3.1127,0.7934,-3.155263238,-2.244906673
7382,-0.0605,-0.0312,0.9506,1.831,-1.9531,1.0375,-3.054113654,-2.345891977
7382,-0.0585,-0.0366,0.9438,2.1972,2.5634,0.3051,-2.959028783,-2.440246708
7382,-0.0615,-0.0302,0.9296,1.9531,7.9956,-0.4882,-3.076627434,-2.321872248
7385,-0.061,-0.0288,0.9335,1.2207,17.8833,-1.6479,-3.094341118,-2.302789516
7385,-0.0649,-0.0097,1.122,0.122,21.0571,-2.1972,-3.429962855,-1.966857477
7385,-0.0664,-0.0307,0.9755,0.5493,3.3569,0.4272,-3.103641951,-2.295761304
7392,-0.0649,-0.0224,0.979,0.4272,3.8452,0.3662,-3.219090013,-2.180258481
7392,-0.0654,-0.0283,0.9677,0.6713,3.1738,0.6713,-3.131908633,-2.267503758
7392,-0.0688,-0.0283,0.9677,0.4882,3.1127,0.8544,-3.152735843,-2.246713064
7395,-0.0678,-0.0297,0.9711,0.4882,2.7465,0.7934,-3.126800259,-2.272703409
7395,-0.0693,-0.0283,0.9687,0.8544,2.2583,0.7324,-3.155592812,-2.243929099
7395,-0.0703,-0.0278,0.9697,0.9155,1.7089,1.0375,-3.168331199,-2.231263731
7402,-0.0693,-0.0258,0.9687,1.0375,1.77,0.9155,-3.191437081,-2.208130469
7402,-0.0678,-0.0317,0.9663,1.0986,1.5869,0.9155,-3.098658152,-2.300927641
7402,-0.0668,-0.0283,0.9692,1.2817,1.4038,0.9155,-3.140599485,-2.258986309
7405,-0.0688,-0.0307,0.9687,1.2817,1.2817,0.9155,-3.118852471,-2.280751581
7405,-0.0703,-0.0292,0.9682,1.3427,1.0375,0.7324,-3.148668309,-2.250963137
7405,-0.0708,-0.0273,0.9702,1.5869,0.7934,0.7934,-3.178029248,-2.221602184
7412,-0.0693,-0.0268,0.9702,1.4038,1.0986,0.7934,-3.176928617,-2.222684556
7412,-0.0712,-0.0312,0.9667,1.4648,1.0986,0.8544,-3.126510834,-2.273093218
7412,-0.0693,-0.0292,0.9692,1.4648,0.9155,0.8544,-3.142804863,-2.256826568
7415,-0.0703,-0.0288,0.9702,1.4648,0.8544,0.9155,-3.154221992,-2.245418576
7415,-0.0712,-0.0268,0.9672,1.4648,1.1596,0.8544,-3.187242244,-2.212352685
7415,-0.0693,-0.0263,0.9697,1.5258,1.0375,0.8544,-3.184119921,-2.215484145
7422,-0.0703,-0.0327,0.9682,1.5869,0.9765,0.8544,-3.100846179,-2.298757873
7422,-0.0683,-0.0263,0.9682,1.6479,0.9765,0.9765,-3.178546282,-2.221048647
7422,-0.0708,-0.0288,0.9687,1.4648,1.0375,0.9155,-3.157063739,-2.242549449
7425,-0.0722,-0.0307,0.9702,1.6479,0.9155,0.8544,-3.139034765,-2.260569287
7425,-0.0717,-0.0317,0.9667,1.7089,0.9155,0.8544,-3.122713604,-2.276881326
7425,-0.0698,-0.0278,0.9672,1.6479,0.7934,0.9155,-3.165417317,-2.234204993
7432,-0.0712,-0.0302,0.9707,1.831,0.8544,0.8544,-3.140027186,-2.259558622
7432,-0.0708,-0.0292,0.9682,1.5869,0.9155,0.8544,-3.151501542,-2.248111632
7432,-0.0703,-0.0268,0.9692,1.5869,0.9765,0.8544,-3.182394988,-2.217209064
7435,-0.0708,-0.0288,0.9677,1.6479,0.9765,0.8544,-3.157036359,-2.242558571
7435,-0.0727,-0.0327,0.9677,1.5869,0.8544,0.7934,-3.115397143,-2.284225167
7435,-0.0703,-0.0278,0.9692,1.6479,0.9765,0.7934,-3.168221679,-2.231373251
7442,-0.0708,-0.0297,0.9672,1.5869,0.9765,0.7934,-3.144602621,-2.255001431
7442,-0.0693,-0.0283,0.9692,1.5869,0.9765,0.7934,-3.155483277,-2.244120774
7442,-0.0732,-0.0307,0.9667,1.6479,0.8544,0.8544,-3.144683753,-2.254929435
7445,-0.0688,-0.0307,0.9682,1.77,0.6713,0.7934,-3.118779452,-2.280842858
7445,-0.0737,-0.0307,0.9702,1.5869,0.7324,0.7934,-3.147468449,-2.252172105
7445,-0.0717,-0.0302,0.9687,1.77,0.8544,0.9155,-3.142911996,-2.256682934
7452,-0.0717,-0.0297,0.9692,1.5869,0.9155,0.8544,-3.149743227,-2.249869946
7452,-0.0693,-0.0273,0.9667,1.6479,0.7934,0.7324,-3.16971748,-2.22990483
7452,-0.0717,-0.0288,0.9667,1.892,1.1596,0.8544,-3.162029129,-2.237501919
7455,-0.0703,-0.0327,0.9697,1.7089,1.3427,0.8544,-3.100827935,-2.298703113
7455,-0.0747,-0.0278,0.9667,1.77,0.7934,0.9155,-3.191467529,-2.208136522
7455,-0.0678,-0.0302,0.9682,1.6479,1.0375,0.8544,-3.119555945,-2.280029863
7462,-0.0703,-0.0307,0.9667,1.77,1.0375,0.8544,-3.127910268,-2.271657281
7462,-0.0727,-0.0302,0.9707,1.7089,1.0375,0.7934,-3.148571481,-2.251005206
7462,-0.0717,-0.0336,0.9687,1.5869,1.0375,0.6713,-3.097581606,-2.302013324
7465,-0.0712,-0.0312,0.9672,0.9765,1.4038,0.7934,-3.126583852,-2.273047579
7465,-0.0693,-0.0278,0.9707,1.5258,1.0375,0.7324,-3.162596321,-2.237007745
7465,-0.0708,-0.0302,0.9692,1.831,0.8544,0.7324,-3.137701869,-2.261883939
7472,-0.0722,-0.0302,0.9667,1.77,0.6713,0.7324,-3.145753822,-2.253868488
7472,-0.0708,-0.0288,0.9692,1.892,0.6103,0.7934,-3.156999857,-2.242613331
7472,-0.0708,-0.0307,0.9687,1.831,0.7934,0.7934,-3.130872519,-2.26872241
7475,-0.0737,-0.0288,0.9711,1.4648,0.7934,0.8544,-3.172888814,-2.226760876
7475,-0.0693,-0.0288,0.9667,1.5258,0.7934,0.8544,-3.148424293,-2.251216275
7475,-0.0727,-0.0322,0.9667,1.7089,0.9155,0.8544,-3.121950683,-2.277644247
7482,-0.0732,-0.0327,0.9711,1.4648,1.0986,0.9155,-3.118346999,-2.281257053
7482,-0.0712,-0.0302,0.9677,1.5869,0.9765,0.7934,-3.140063688,-2.259540364
7482,-0.0722,-0.0292,0.9692,1.5869,0.9765,0.8544,-3.159355506,-2.240248545
7485,-0.0737,-0.0278,0.9711,1.77,0.8544,0.7934,-3.186393461,-2.213201469
7485,-0.0708,-0.0297,0.9692,1.831,0.6103,0.8544,-3.144566119,-2.255056191
7485,-0.0742,-0.0288,0.9707,1.9531,0.6713,0.7934,-3.175435861,-2.224159069
7492,-0.0756,-0.0317,0.9726,2.0141,0.5493,0.6713,-3.144713521,-2.25489053
7492,-0.0722,-0.0307,0.9682,2.0751,0.4272,0.7934,-3.138970883,-2.260642305
7492,-0.0742,-0.0292,0.9716,2.0141,0.3662,0.7934,-3.170067894,-2.229563538
7495,-0.0708,-0.0302,0.9687,2.0751,0.4272,0.7324,-3.137665368,-2.261947821
7495,-0.0698,-0.0268,0.9687,1.9531,0.4882,0.8544,-3.179610501,-2.220011809
7495,-0.0683,-0.0297,0.9716,1.892,0.5493,0.7934,-3.129677097,-2.269945213
7502,-0.0703,-0.0327,0.9721,1.7089,0.7324,0.7324,-3.100827935,-2.298794374
7502,-0.0722,-0.0292,0.9682,1.5869,0.9155,0.8544,-3.159355506,-2.240257667
7502,-0.0708,-0.0302,0.9677,1.4038,1.0375,0.7934,-3.137765751,-2.261856559
7505,-0.0708,-0.0307,0.9687,1.4648,1.0986,0.9765,-3.130927279,-2.268676772
7505,-0.0727,-0.0297,0.9692,1.4038,0.9765,0.8544,-3.155354714,-2.244276718
7505,-0.0708,-0.0332,0.9677,1.5258,1.0375,0.7934,-3.097302038,-2.302302028
7512,-0.0751,-0.0307,0.9697,1.4648,1.1596,0.9155,-3.155090208,-2.244504722
7512,-0.0708,-0.0307,0.9667,1.5869,1.1596,0.8544,-3.130909021,-2.26866765
7512,-0.0732,-0.0302,0.9702,1.7089,0.9765,0.8544,-3.151347249,-2.248238559
7515,-0.0717,-0.0292,0.9677,1.77,0.7324,0.8544,-3.156553331,-2.243059843
7515,-0.0698,-0.0307,0.9692,1.7089,0.7324,0.7324,-3.124912322,-2.274709988
7515,-0.0722,-0.0297,0.9697,1.831,0.6713,0.7934,-3.152515316,-2.247097872
7522,-0.0708,-0.0307,0.9702,1.9531,0.4272,0.7934,-3.130854261,-2.268777171
7522,-0.0737,-0.0322,0.9707,2.0751,0.3051,0.7324,-3.12766591,-2.271965537
7522,-0.0732,-0.0302,0.9692,1.9531,0.4882,0.7934,-3.151310732,-2.248311578
7525,-0.0722,-0.0283,0.9707,2.0751,0.4882,0.7324,-3.17161171,-2.227992357
7525,-0.0703,-0.0312,0.9687,1.892,0.4882,0.7934,-3.121065103,-2.278566344
7525,-0.0742,-0.0346,0.9692,1.9531,0.4272,0.7324,-3.09970105,-2.299930382
7532,-0.0712,-0.0297,0.9682,1.831,0.6103,0.8544,-3.1468645,-2.25275781
7532,-0.0717,-0.0288,0.9682,1.7089,0.7324,0.7324,-3.162056509,-2.237565801
7532,-0.0698,-0.0297,0.9711,1.4648,1.0375,0.7324,-3.138777176,-2.260836012
7535,-0.0747,-0.0336,0.9716,1.2817,1.2207,0.9155,-3.115437516,-2.284175657
7535,-0.0703,-0.0307,0.9697,1.2207,1.2817,0.7934,-3.127992409,-2.271620765
7535,-0.0717,-0.0292,0.9702,1.4648,1.1596,0.7934,-3.156598969,-2.242995961
7542,-0.0722,-0.0302,0.9687,1.4038,1.0986,0.7934,-3.145808582,-2.253804592
7542,-0.0742,-0.0332,0.9702,1.5869,1.0375,0.8544,-3.117642995,-2.281951935
7542,-0.0727,-0.0292,0.9677,1.831,0.7934,0.9765,-3.162060966,-2.237533964
7545,-0.0722,-0.0302,0.9687,2.0751,0.7934,0.8544,-3.145708198,-2.25385023
7545,-0.0727,-0.0307,0.9697,2.2583,0.4272,0.7934,-3.141784468,-2.257801325
7545,-0.0712,-0.0307,0.9707,2.2583,0.4272,0.8544,-3.133160408,-2.266425385
7552,-0.0727,-0.0302,0.9716,2.2583,0.2441,0.7934,-3.148489325,-2.251123848
7552,-0.0722,-0.0302,0.9702,2.3193,0.122,0.6713,-3.145671681,-2.253950629
7552,-0.0732,-0.0307,0.9697,2.1972,0.2441,0.7934,-3.144601613,-2.255020697
7555,-0.0737,-0.0312,0.9672,2.3193,0.122,0.7324,-3.140750238,-2.258872072
7555,-0.0717,-0.0283,0.9692,2.3193,0.122,0.6713,-3.16886264,-2.23075967
7555,-0.0737,-0.0312,0.9692,2.0751,0.3051,0.7934,-3.140786755,-2.258844691
7562,-0.0727,-0.0297,0.9682,1.7089,0.5493,0.7934,-3.155309091,-2.244340599
7562,-0.0722,-0.0297,0.9711,1.5869,0.8544,0.7324,-3.152551818,-2.247070492
7562,-0.0708,-0.0302,0.9697,1.5258,0.9155,0.8544,-3.137747508,-2.261874802
7565,-0.0722,-0.0302,0.9692,1.5869,0.8544,0.8544,-3.145781202,-2.253841108
7565,-0.0722,-0.0327,0.9682,1.5869,1.0986,0.9155,-3.112431813,-2.28715398
7565,-0.0727,-0.0327,0.9677,1.831,0.9765,0.8544,-3.115360641,-2.284206909
7572,-0.0737,-0.0302,0.9697,1.9531,0.6103,0.8544,-3.154054284,-2.245549768
7572,-0.0737,-0.0322,0.9692,2.5634,0.1831,0.7934,-3.127592891,-2.27198378
7572,-0.0727,-0.0332,0.9692,2.5634,0,0.7934,-3.108713067,-2.290890985
7575,-0.0732,-0.0297,0.9697,2.5634,-0.1831,0.7324,-3.157924303,-2.241707129
7575,-0.0756,-0.0297,0.9697,2.6245,-0.3662,0.6713,-3.170645401,-2.229004274
7575,-0.0722,-0.0297,0.9702,2.6855,-0.4882,0.6103,-3.152387537,-2.247271259
7582,-0.0742,-0.0307,0.9682,2.7465,-0.7934,0.5493,-3.150038713,-2.2496566
7582,-0.0708,-0.0317,0.9677,2.9296,-1.2207,0.4882,-3.117155089,-2.282576741
7582,-0.0732,-0.0346,0.9643,2.9907,-1.1596,0.2441,-3.093564504,-2.306149053
7585,-0.0698,-0.0278,0.9697,3.479,-1.5258,-0.4272,-3.165143501,-2.234551797
7585,-0.0634,-0.02,0.9755,5.0048,-2.9907,-2.3803,-3.249078676,-2.150607516
7585,-0.0708,-0.0288,0.9721,4.2724,-3.1738,-1.2207,-3.156643901,-2.243179191
7592,-0.0678,-0.0263,0.9702,3.2958,-1.5869,-0.7934,-3.175468688,-2.224263142
7592,-0.0659,-0.0244,0.9682,2.9296,-1.2817,-0.6713,-3.193204986,-2.206535966
7592,-0.0541,-0.0395,0.9399,0.9765,-1.1596,-1.77,-2.877161647,-2.522853105
7595,-0.1054,-0.0698,0.9726,1.2817,0.122,-5.6762,-2.929519833,-2.470257636
7595,-0.0434,0.0029,0.9531,1.6479,0.4272,-6.7138,3.523781441,-1.723475348
7595,-0.0659,-0.0253,0.9672,2.0751,0.122,-4.2724,-3.179631338,-2.220027488
7602,-0.0678,-0.0302,0.9682,2.1972,-0.4882,-3.6621,-3.119473804,-2.280258011
7602,-0.0791,-0.0366,0.9711,2.5024,-0.9155,-5.0659,-3.103013802,-2.296736271
7602,-0.0664,-0.0263,0.9643,2.1362,-0.8544,-6.7138,-3.167518298,-2.232277399
7605,-0.081,-0.0449,0.9667,2.1362,-1.3427,-8.9721,-3.019663036,-2.38020568
7605,-0.0468,-0.0288,0.9765,1.4038,-0.122,-13.5498,-2.967633096,-2.432162601
7605,-0.0791,-0.041,0.9604,1.2817,-0.9765,-20.5688,-3.051818851,-2.348122883
7612,-0.0678,-0.0253,0.9672,1.5258,-1.5869,-20.3247,-3.190496803,-2.209499706
7612,-0.0551,-0.0141,0.9692,1.5869,-1.7089,-16.9067,-3.312677526,-2.08732809
7612,-0.0649,-0.0151,0.9746,1.4038,-2.9296,-13.7329,-3.337827552,-2.062387983
7615,-0.0683,-0.0234,0.9746,1.5258,-3.479,-11.0473,-3.221528799,-2.178750647
7615,-0.059,-0.0258,0.975,1.4038,-4.8217,-12.0239,-3.127399004,-2.273099468
7615,-0.0585,-0.0224,0.9765,1.4038,-7.3852,-10.0708,-3.180739802,-2.220142006
7622,-0.0571,-0.0292,0.9531,1.5258,-7.2021,-8.789,-3.058075591,-2.342760593
7622,-0.0478,-0.0107,0.9545,1.77,-3.9062,-7.2021,-3.34737512,-2.052931691
7622,-0.0458,-0.0112,0.9707,2.2583,-2.9907,-3.54,-3.324824233,-2.07527266
7625,-0.0507,-0.017,0.9726,2.0141,-4.1503,-0.5493,-3.228959327,-2.171347485
7625,-0.0571,-0.0288,0.9575,2.0751,-3.9062,0.3051,-3.064374826,-2.335886362
7625,-0.0546,-0.0288,0.958,2.0141,-1.4038,0.3051,-3.043483393,-2.356412718
7632,-0.0585,-0.0268,0.9653,2.1972,0.122,0.061,-3.10739524,-2.292245329
